PLATE MJD NEXP SEEING20 SEEING50 SEEING80 CARTID AZ ALT AIRMASS RA DEC SPEC1_R SPEC2_R SPEC1_I SPEC2_I
8282 57041 20 1.4583 1.56238 1.67568 14 121.406 47.726 1.4536 135.796577 44.002101 45.3428 47.5774 33.2373 34.3816
8283 57064 24 1.53373 1.62042 1.7664 16 121.399788333 50.8470303333 1.28587 138.900386 44.002936 47.911 46.0559 35.1387 32.4282
8284 57419 28 1.96044 2.08729 2.22944 11 121.308781571 48.4033385714 1.34949 141.997808 44.002049 36.6834 46.5678 29.5527 34.1881
8285 57048 16 1.5856 1.66927 1.77863 13 121.183 51.0962 1.33947 145.09938 44.000734 29.3861 31.3682 22.1513 25.2236
8286 57062 20 1.56176 1.70868 1.90864 12 121.2689606 50.758822 1.37921 148.202046 44.002992 37.6201 38.5179 26.862 27.3144
8287 57401 28 1.82803 1.99723 2.16793 17 121.158244286 50.0249092857 1.36013 151.301015 44.001439 33.8431 44.4302 23.8831 33.8932
8288 57419 28 2.19617 2.34851 2.46264 16 121.153129143 52.8767392857 1.25112 154.397495 44.001288 35.4588 32.3741 27.4983 24.4349
8290 57364 36 1.86857 1.99383 2.14669 12 117.365860778 51.527826 1.38181 115.799551 41.581865 37.8464 36.5473 29.6078 26.702
8291 57391 28 1.77697 1.88044 1.99306 12 117.293229714 53.9410528571 1.31481 118.90106 41.582035 49.2346 45.2816 41.1327 39.581
8292 57373 28 1.70473 1.83813 2.00263 17 117.270071143 52.4080917143 1.25051 121.998515 41.581182 35.9928 39.6793 24.0927 29.2872
8293 57361 20 1.57412 1.66142 1.76142 12 117.2816242 51.9156656 1.19577 125.101803 41.580941 37.7879 38.0759 32.6921 28.4619
8294 57365 20 1.50184 1.60688 1.72004 17 117.6054974 48.1222338 1.3631 128.196442 41.58318 32.8625 43.7719 22.1234 31.2389
8295 57401 32 1.9964 2.1528 2.35374 12 117.41297575 50.169725125 1.36518 131.30109 41.581154 39.185 45.9622 31.0794 36.9873
8296 57375 20 1.85818 1.99814 2.18548 16 117.3112964 51.6077562 1.3547 134.401865 41.579977 35.2466 36.4341 27.0794 27.1073
8297 57416 24 1.71243 1.81775 1.93737 12 117.383766667 51.0490178333 1.35789 137.501213 41.581635 46.5989 44.8878 33.7292 30.7933
8298 57390 16 1.4655 1.5717 1.70347 13 117.65308275 48.05702625 1.41032 140.600866 41.5822 35.9775 38.1782 28.3658 29.8853
8299 57346 20 1.51662 1.62338 1.73914 13 117.2576068 52.6660368 1.16068 143.702344 41.581663 38.0191 42.7224 27.0942 28.9467
8300 57391 16 1.39283 1.56107 1.6903 15 117.39852125 50.06974275 1.36389 146.8019 41.581463 34.4551 41.2092 26.5567 29.4119
8301 57390 12 1.302 1.3886 1.51 17 117.094100333 54.0868916667 1.25707 149.899215 41.582335 31.1745 34.8291 23.5393 26.1331
8302 57389 24 1.40213 1.54328 1.70982 17 117.187127667 52.4049928333 1.30316 152.996933 41.58229 51.6656 49.7978 38.8033 41.8372
8306 57419 48 2.17147 2.30266 2.44277 15 124.600779667 49.47637575 1.37094 115.298241 46.002088 49.4028 46.5346 39.6969 37.5851
8308 57417 24 1.80315 1.90033 2.02238 10 132.193979167 54.2539775 1.21506 118.000014 50.300725 42.7517 37.6091 29.1159 27.1202
8358 57451 20 1.40946 1.47388 1.53804 16 150.817846 75.9403338 1.04388 160.596014 44.000046 45.6918 36.6452 38.2674 29.0716
8359 57449 20 1.67872 1.79674 1.93864 13 156.0165682 77.075539 1.03349 163.698422 44.000393 46.7741 40.9455 40.5988 34.1706
8360 57452 16 1.38957 1.43273 1.485 16 137.2440565 72.98078775 1.0594 166.797101 44.000712 46.5331 42.5697 39.0396 34.4949
8365 57450 16 1.7787 1.86507 2.11055 10 186.1158575 80.5217105 1.01248 162.297857 41.579561 41.6234 38.2623 35.3497 34.5191
8366 57432 32 2.08059 2.27758 2.4588 10 158.80738175 77.796275125 1.04805 165.396333 41.580649 38.2182 37.7617 35.3714 32.7276
8367 57429 12 1.38363 1.44037 1.49707 12 142.504743667 78.172634 1.02522 168.499138 41.580046 42.941 43.2048 36.3104 34.8855
8368 57431 20 1.6586 1.7573 1.87696 12 133.600579 75.1212164 1.05532 171.598592 41.580244 48.5934 47.2222 42.5289 38.4367
8369 57451 12 1.28777 1.349 1.42697 17 178.115081 80.1817946667 1.015 174.699896 41.579618 32.0858 34.0192 28.0944 27.0517
8370 57520 16 1.36168 1.42995 1.51272 12 183.9958055 78.29667375 1.02017 176.096635 43.996667 40.3277 44.1362 34.3534 37.1621
8375 57520 20 1.44808 1.5426 1.6815 16 201.3557704 76.967349 1.01957 191.597274 43.996486 54.5795 48.9221 45.7051 43.8167
8380 57520 12 1.35193 1.4189 1.50433 17 212.770918333 75.942469 1.02693 207.099434 43.997443 33.7175 36.7803 28.898 29.6096
8381 57512 20 1.85092 1.928 2.03408 10 149.8618634 78.4697822 1.03189 177.796103 41.579887 41.4128 43.6302 34.3902 35.0742
8382 57513 16 1.79025 1.87413 1.9967 10 208.3309545 79.135723 1.01298 180.898294 41.577414 39.5097 39.7709 33.4898 33.7828
8383 57518 20 1.64636 1.79392 1.9529 12 153.193235 78.8632112 1.02907 183.995872 41.579526 50.3618 47.5193 44.058 39.2662
8384 57513 16 1.6839 1.77985 1.93375 12 234.40943325 71.87897225 1.03757 187.101401 41.579423 38.4246 35.4094 34.3886 29.0091
8385 57511 12 1.49303 1.56307 1.6427 10 190.133837 80.741329 1.01193 190.19821 41.580005 40.8307 40.347 34.5485 30.5097
8386 57518 12 1.43357 1.50717 1.58467 14 192.946138333 80.6344426667 1.01202 193.298115 41.578154 37.1207 34.6357 31.9493 28.0429
8387 57483 16 1.4498 1.5145 1.58722 10 195.0860015 80.202008 1.01191 196.398578 41.578024 37.4704 32.7127 30.8543 27.3959
8388 57488 12 1.3799 1.4208 1.47547 10 176.151404 80.880538 1.01263 198.876769 41.578218 49.1871 42.6023 40.0387 31.9454
8389 57488 12 1.26263 1.33393 1.4203 12 222.84997 76.9873103333 1.02199 201.361487 41.579488 47.0663 43.5105 38.2055 34.6348
8390 57485 28 1.77999 1.89043 2.00813 12 228.472806286 74.0679442857 1.01938 203.840588 41.579507 33.4049 28.0537 31.3816 23.2218
8391 57511 12 1.3884 1.42587 1.5045 12 184.391555333 80.865658 1.01199 206.319037 41.579677 41.6051 41.9382 34.8109 32.9247
8392 57483 12 1.38597 1.4438 1.5597 12 226.276079667 75.991506 1.02564 208.802388 41.579056 36.5592 35.0856 28.1984 25.89
8397 57482 12 1.11053 1.1747 1.22827 13 201.085331 70.084232 1.05963 227.038512 50.830126 45.5711 43.5127 36.5616 33.0385
8401 57482 12 1.38823 1.46533 1.5456 12 180.819188667 72.00589 1.0511 223.285955 50.686274 40.9445 38.248 36.0981 30.364
8404 57481 12 1.23063 1.28313 1.35447 17 199.700723333 70.740117 1.05575 219.655849 50.466993 41.623 38.0812 35.1366 28.9175
8406 57513 20 1.6015 1.71826 1.83996 17 188.8615892 72.1490382 1.04868 216.255401 50.28156 49.9745 46.8736 42.3359 37.2398
8410 57481 16 1.19447 1.25735 1.33723 13 196.2451655 70.78338375 1.05303 238.073281 50.731205 52.08 44.5396 42.6149 32.8869
8430 57488 12 1.36673 1.48253 1.61933 16 222.853421 64.6498916667 1.09691 232.272836 48.799353 31.0577 30.4661 25.8385 22.5578
8431 57482 12 1.42863 1.49657 1.6141 16 221.930840333 65.2280656667 1.14614 228.691778 48.775534 37.8558 31.2759 29.7453 22.9446
8433 57488 12 1.26407 1.3269 1.39503 17 219.483499 67.2668403333 1.07648 221.585122 48.526452 39.8906 39.3688 32.2778 29.5446
8434 57484 12 1.31193 1.38103 1.4821 17 229.154608667 59.2069296667 1.15021 218.03195 48.275603 31.2598 31.3631 23.8839 22.8401
8435 57487 16 1.61132 1.70882 1.80648 16 222.447095 62.8612185 1.1176 212.498657 49.79288 39.1111 32.7291 32.2941 25.1632
8489 57483 12 1.3799 1.42523 1.5086 16 215.950414 71.9238543333 1.04638 223.333842 46.416669 42.2624 38.3874 32.7401 29.1225
8490 57104 16 1.38805 1.47487 1.59935 15 221.209364 71.5191185 1.0594 224.913948 44.498487 42.0638 46.0621 33.2359 36.497
8491 57488 12 1.14943 1.25657 1.42647 13 202.619553 74.777212 1.03314 219.958229 46.415701 48.0828 45.2757 41.3497 35.1526
8494 57104 16 1.1722 1.25515 1.39285 11 237.8963485 73.209822 1.03047 224.95542 40.072483 50.1236 58.255 40.891 46.6303
8495 57481 12 1.33763 1.40103 1.44697 12 173.474825667 76.532712 1.02874 216.739113 45.981423 44.4315 37.6247 33.7131 28.3754
8498 57105 12 1.21847 1.28807 1.36203 15 243.218200667 67.6192656667 1.07087 222.182096 40.115568 37.4044 41.123 28.9331 34.2177
8499 57431 16 1.4358 1.52603 1.6421 13 187.238136 74.34744925 1.04293 211.575312 47.416721 41.8435 36.999 34.2287 27.4718
8500 57432 32 1.35175 1.42594 1.5152 15 197.5178175 75.920244625 1.02812 213.529783 45.584701 33.7541 30.4625 25.5963 23.4301
8501 57519 12 1.2715 1.34997 1.46983 17 201.965279 77.8396926667 1.02034 215.460146 43.684608 40.8105 45.0775 34.8852 34.7248
8502 57512 16 1.3972 1.4663 1.55945 13 165.52789625 78.976453 1.01339 217.556818 41.825036 50.4882 40.538 42.3422 36.6763
8503 57519 12 1.1898 1.25867 1.34503 15 159.808495 78.376247 1.0227 212.347513 43.344696 45.7869 42.7793 38.9072 35.2884
8504 57518 12 1.40503 1.4882 1.60603 13 167.5995 80.8031176667 1.01358 214.303849 41.419624 37.2127 35.0759 31.3479 28.1769
8729 57399 28 1.58997 1.71107 1.82094 13 -29.3456737143 57.6156077406 1.18544 42.343624 4.070319 39.7469 49.47 28.4575 43.917
8731 57416 24 1.50323 1.6291 1.75937 11 -24.8298616667 58.683326 1.14909 37.880941 4.109586 40.7278 55.7204 28.1365 42.3619
8732 57418 32 1.51544 1.60166 1.71691 13 -37.00197975 55.762086 1.22057 35.654263 4.226054 41.8534 42.3611 27.43 31.986
8736 57400 28 1.89514 1.9818 2.10477 10 -30.4878927143 57.1739444286 1.15352 31.14385 4.072808 42.9512 46.0495 31.161 37.4978
8738 57402 44 1.90795 1.99791 2.12372 10 -29.857794 56.8821481818 1.19551 28.676886 4.057916 37.3459 51.2973 28.9524 43.6969
8740 57367 40 1.49679 1.58773 1.69123 15 -28.1872015 58.9506474 1.13385 0.370964 5.802403 59.4388 60.1807 43.7051 47.6438
8741 57390 40 1.57363 1.67485 1.7885 11 -25.1613387 57.6700696 1.14093 358.990266 4.001673 40.1791 57.9728 27.3755 48.6925
8742 57364 24 1.38212 1.46137 1.61397 13 -23.7704961667 60.2544743333 1.12557 357.989594 5.687203 40.0802 42.3971 30.216 36.3926
8745 57391 20 1.59564 1.64958 1.71446 16 -37.7519818 55.0980932 1.17862 4.255916 3.962922 42.162 48.6238 30.2273 37.1308
8747 57401 32 1.74948 1.81907 1.91612 16 -44.013078 53.025112375 1.22914 6.774734 3.966473 41.6963 51.007 28.1117 40.6053
8753 57373 32 1.401 1.49537 1.61356 13 -29.927524375 56.6743095 1.14347 14.376037 4.056797 46.3159 49.4567 31.4973 41.784
8819 57450 20 1.7738 1.85904 1.94826 16 114.833503 67.7866634 1.12013 168.869614 39.213596 40.016 40.7663 33.8904 33.3817
8820 57449 16 1.47328 1.57143 1.67532 17 116.162048 65.40998275 1.15327 165.047015 39.485644 28.467 32.2804 22.2321 25.1695
8823 57446 20 1.47482 1.621 1.78326 11 113.5511592 64.201357 1.20939 148.442636 38.872586 44.0878 47.9241 33.8099 35.7014
8825 57451 20 1.30146 1.37858 1.4434 13 114.5581822 69.5676612 1.10338 151.692305 38.770118 43.1582 41.6674 35.5295 32.3206
8826 57452 12 1.39133 1.44227 1.5295 14 113.383892 55.9768883333 1.2276 154.032648 39.503147 36.0546 33.9095 28.4669 24.8541
8827 57444 16 1.43987 1.56715 1.68728 17 113.261045 56.792075 1.23926 127.287249 39.391855 35.8669 35.2833 28.7335 26.2595
8828 57445 20 1.72696 1.83246 1.96164 10 113.539095 55.950586 1.27985 130.272023 39.47967 38.6838 37.4422 30.3622 26.7292
8829 57446 16 1.49953 1.5612 1.6315 10 113.5069465 54.46237675 1.27833 133.153498 39.454836 39.4449 38.377 29.0298 23.7404
8830 57447 20 1.89444 2.02868 2.30672 10 113.9490026 63.3639762 1.1691 136.121951 39.438352 40.8622 38.9257 32.7677 29.137
8831 57448 20 1.8086 1.89116 1.97156 10 113.473231 59.8104138 1.21737 139.262015 39.443048 46.5187 37.7291 35.7205 28.4444
8832 57445 16 1.62178 1.72057 1.8485 16 113.45255675 61.117578 1.17876 142.430886 39.445431 38.8444 34.7593 28.8702 25.1362
8834 57458 32 2.21829 2.32261 2.43961 12 117.085411625 69.036128625 1.15718 185.753335 39.113684 39.3112 38.0111 31.3372 33.3933
8835 57427 12 1.4826 1.57533 1.68873 12 124.097038667 76.669631 1.03356 188.268489 39.312933 36.4257 36.1676 30.096 29.6873
8836 57424 24 1.88988 2.04188 2.22107 12 188.833072667 81.4619523333 1.01016 190.893863 39.326621 36.3033 34.1289 31.2626 26.1431
8840 57425 24 1.8455 2.01985 2.19507 12 219.626175333 79.3633318333 1.00615 182.593967 38.99134 34.0119 36.6931 27.9287 28.0143
8841 57425 20 1.77746 1.893 2.02048 11 129.1052006 77.4626536 1.04335 180.103922 39.259421 34.229 35.1602 27.1847 27.7873
8842 57424 24 2.0048 2.17795 2.38445 11 133.753058667 77.8918801667 1.04772 176.860043 39.256744 31.1392 36.3895 24.7008 28.1633
8843 57423 16 1.79895 1.9104 2.06242 10 132.34410225 78.9869715 1.02838 174.502618 39.199998 35.6527 33.3831 30.3575 26.7965
8844 57424 20 1.78262 1.87724 1.98002 10 113.10142 62.159478 1.18517 171.603371 39.17794 40.0563 39.3225 31.9416 28.9486
8846 57428 20 1.86506 2.0053 2.12536 12 113.8675078 63.4823744 1.16856 204.647632 39.409429 39.9875 35.2001 33.78 29.4518
8847 57429 12 1.34327 1.43567 1.53637 13 113.763204 62.6628980085 1.14127 206.990523 39.562883 34.5999 34.3292 26.9205 26.5439
8849 57457 28 1.8786 2.02519 2.21099 13 107.863547571 60.6147814286 1.25945 169.68402 36.625531 47.1949 38.1323 39.4976 31.1942
8851 57460 36 1.86572 1.97989 2.1197 13 108.439252 69.4896896667 1.13196 161.586801 36.673662 37.2272 37.8739 31.254 29.8826
8852 57449 16 1.64172 1.74728 1.83475 10 107.64924425 61.50700975 1.17421 147.590473 36.702552 46.2076 39.9161 36.2684 30.7848
8853 57459 32 2.06943 2.20266 2.33802 15 108.96572825 63.209846375 1.20377 158.28333 37.102759 38.4198 40.3475 30.3881 30.6996
8854 57450 16 1.54425 1.64675 1.74995 13 107.38263175 65.24963625 1.13122 150.574662 36.641939 38.805 35.7256 32.5694 28.1854
8856 57453 16 1.35633 1.4335 1.50995 14 106.492421 68.87773575 1.1119 153.208929 36.097993 33.012 36.1024 28.5339 29.9421
8857 57449 20 1.47672 1.55206 1.6777 11 108.7935884 61.5702246 1.18896 125.901697 37.184312 45.8404 53.3884 38.1004 43.6356
8858 57450 24 1.7054 1.77297 1.84703 11 109.069775667 62.7997781667 1.1998 128.868228 37.238873 43.6101 42.926 35.2875 34.3443
8859 57452 16 1.35763 1.4491 1.53953 12 109.019301 59.36809875 1.20216 131.853932 37.263824 53.2877 52.3306 41.8977 36.6401
8860 57458 32 1.94243 2.06735 2.20671 14 109.11122475 64.7522143564 1.10584 134.705045 37.275933 47.1268 53.5656 41.4453 45.5014
8861 57459 16 1.37757 1.46235 1.5504 14 109.14874725 61.912302 1.16874 137.809871 37.400413 38.5294 40.7075 26.9153 29.1943
8862 57461 28 1.56967 1.65419 1.74421 14 109.668543 65.6909057143 1.1827 141.105418 37.285342 57.6208 51.8678 50.8009 45.5995
8864 57428 16 1.56353 1.68052 1.79797 11 107.8195405 65.578961 1.12808 180.533041 36.827281 37.3184 36.1906 29.4837 28.8973
8865 57426 16 1.50803 1.58873 1.7015 12 246.9088605 76.2402955 1.01786 183.750648 36.946769 45.5374 43.8935 34.4712 34.8779
8866 57457 36 1.87996 2.00084 2.13413 10 107.512835444 67.2410663333 1.14462 185.960666 36.53722 45.233 41.5637 38.3202 33.4678
8867 57460 32 1.84951 1.95275 2.12256 16 109.684613875 66.795059125 1.16173 188.683393 37.025776 40.4193 38.5175 32.4839 31.2136
8869 57481 16 1.71277 1.7839 1.85703 10 128.885934 80.84496975 1.02917 193.641564 36.330884 44.8639 36.8397 37.5862 28.8816
8871 57519 12 1.38257 1.41953 1.47517 12 106.024039667 69.624773 1.07778 198.398595 36.07076 40.2328 38.1783 33.0068 30.3274
8872 57422 20 1.87426 1.99856 2.16878 10 116.4459916 77.1757554 1.04793 177.90333 37.082193 37.649 37.7462 32.4814 31.1143
8873 57427 12 1.44247 1.54123 1.63373 11 109.815617 75.761058 1.03884 175.272279 36.465729 33.8866 40.2469 28.3212 32.1328
8874 57426 24 2.02472 2.17258 2.32213 11 144.377162333 80.4440746667 1.06107 172.492262 37.298615 34.0478 32.1509 27.2639 24.8749
